Commodity,State,Location,Year,Date,Planted,Emerged,Silking,Dough,Dented,Mature,Harvested
Corn,Illinois,Illinois-W,2014,8/17/14,,,,88,25,,
Corn,Illinois,Illinois-W,2014,8/24/14,,,,94,49,,
Corn,Illinois,Illinois-W,2014,9/1/14,,,,99,76,3,
Corn,Illinois,Illinois-W,2014,9/7/14,,,,,90,17,0
Corn,Illinois,Illinois-W,2014,9/14/14,,,,,95,44,1
Corn,Illinois,Illinois-W,2014,9/21/14,,,,,99,70,2
Corn,Illinois,Illinois-W,2014,9/28/14,,,,,,84,7
Corn,Illinois,Illinois-W,2014,10/6/14,,,,,,89,12
Corn,Illinois,Illinois-W,2014,10/13/14,,,,,,96,26
Corn,Illinois,Illinois-W,2014,10/20/14,,,,,,98,29
Corn,Illinois,Illinois-W,2014,10/27/14,,,,,,,52
Corn,Illinois,Illinois-W,2014,11/3/14,,,,,,,76
Corn,Illinois,Illinois-W,2014,11/10/14,,,,,,,86
Corn,Illinois,Illinois-W,2014,11/17/14,,,,,,,95
Corn,Illinois,Illinois-W,2014,11/24/14,,,,,,,97
Corn,Illinois,Illinois-W,2015,4/19/15,39,,,,,,
Corn,Illinois,Illinois-W,2015,4/26/15,71,,,,,,
Corn,Illinois,Illinois-W,2015,5/3/15,89,34,,,,,
Corn,Illinois,Illinois-W,2015,5/10/15,95,73,,,,,
Corn,Illinois,Illinois-W,2015,5/17/15,97,85,,,,,
Corn,Illinois,Illinois-W,2015,5/24/15,98,94,,,,,
Corn,Illinois,Illinois-W,2015,5/31/15,,96,,,,,
Corn,Illinois,Illinois-W,2015,6/7/15,,97,,,,,
Corn,Illinois,Illinois-W,2015,6/29/15,,,3,,,,
Corn,Illinois,Illinois-W,2015,7/5/15,,,43,,,,
Corn,Illinois,Illinois-W,2015,7/12/15,,,72,7,,,
Corn,Illinois,Illinois-W,2015,7/19/15,,,88,24,,,
Corn,Illinois,Illinois-W,2015,7/26/15,,,94,34,,,
Corn,Illinois,Illinois-W,2015,8/2/15,,,98,52,2,,
Corn,Illinois,Illinois-W,2015,8/9/15,,,100,71,8,,
Corn,Illinois,Illinois-W,2015,8/16/15,,,,94,44,,
Corn,Illinois,Illinois-W,2015,8/23/15,,,,95,59,0,
Corn,Illinois,Illinois-W,2015,8/30/15,,,,99,82,18,0
Corn,Illinois,Illinois-W,2015,9/6/15,,,,,94,53,2
Corn,Illinois,Illinois-W,2015,9/13/15,,,,,98,74,4
Corn,Illinois,Illinois-W,2015,9/20/15,,,,,,91,13
Corn,Illinois,Illinois-W,2015,9/27/15,,,,,,98,30
Corn,Illinois,Illinois-W,2015,10/4/15,,,,,,99,60
Corn,Illinois,Illinois-W,2015,10/11/15,,,,,,,80
Corn,Illinois,Illinois-W,2015,10/18/15,,,,,,,90
Corn,Illinois,Illinois-W,2015,10/25/15,,,,,,,96
Corn,Illinois,Illinois-W,2015,11/1/15,,,,,,,97
Corn,Illinois,Illinois-W,2016,4/10/16,5,,,,,,
Corn,Illinois,Illinois-W,2016,4/17/16,35,,,,,,
Corn,Illinois,Illinois-W,2016,4/24/16,70,15,,,,,
Corn,Illinois,Illinois-W,2016,5/1/16,89,58,,,,,
Corn,Illinois,Illinois-W,2016,5/8/16,94,75,,,,,
Corn,Illinois,Illinois-W,2016,5/15/16,96,89,,,,,
Corn,Illinois,Illinois-W,2016,5/22/16,97,92,,,,,
Corn,Illinois,Illinois-W,2016,5/29/16,98,95,,,,,
Corn,Illinois,Illinois-W,2016,6/5/16,100,99,,,,,
Corn,Illinois,Illinois-W,2016,6/12/16,,100,,,,,
Corn,Illinois,Illinois-W,2016,6/19/16,,,no progress item,,,,
Corn,Illinois,Illinois-W,2016,6/26/16,,,2,,,,
Corn,Illinois,Illinois-W,2016,7/3/16,,,39,,,,
Corn,Illinois,Illinois-W,2016,7/10/16,,,69,,,,
Corn,Illinois,Illinois-W,2016,7/17/16,,,94,13,,,
Corn,Illinois,Illinois-W,2016,7/24/16,,,99,28,,,
Corn,Illinois,Illinois-W,2016,8/1/16,,,100,40,,,
Corn,Illinois,Illinois-W,2016,8/8/16,,,,56,4,,
Corn,Illinois,Illinois-W,2016,8/15/16,,,,71,26,,
Corn,Illinois,Illinois-W,2016,8/22/16,,,,89,48,-,
Corn,Illinois,Illinois-W,2016,8/29/16,,,,98,70,9,
Corn,Illinois,Illinois-W,2016,9/6/16,,,,,89,36,-
Corn,Illinois,Illinois-W,2016,9/12/16,,,,,95,63,2
Corn,Illinois,Illinois-W,2016,9/19/16,,,,,98,82,6
Corn,Illinois,Illinois-W,2016,9/26/16,,,,,,95,23
Corn,Illinois,Illinois-W,2016,10/3/16,,,,,,99,37
Corn,Illinois,Illinois-W,2016,10/11/16,,,,,,,62
Corn,Illinois,Illinois-W,2016,10/17/16,,,,,,,70
Corn,Illinois,Illinois-W,2016,10/24/16,,,,,,,85
Corn,Illinois,Illinois-W,2016,10/31/16,,,,,,,93
Corn,Illinois,Illinois-W,2016,11/7/16,,,,,,,95
Corn,Illinois,Illinois-W,2016,11/14/16,,,,,,,98
Corn,Illinois,Illinois-W,2017,4/10/17,1,,,,,,
Corn,Illinois,Illinois-W,2017,4/17/17,6,,,,,,
Corn,Illinois,Illinois-W,2017,4/24/17,39,4,,,,,
Corn,Illinois,Illinois-W,2017,5/1/17,72,22,,,,,
Corn,Illinois,Illinois-W,2017,5/8/17,79,46,,,,,
Corn,Illinois,Illinois-W,2017,5/15/17,90,73,,,,,
Corn,Illinois,Illinois-W,2017,5/22/17,98,87,,,,,
Corn,Illinois,Illinois-W,2017,5/30/17,99,97,,,,,
Corn,Illinois,Illinois-W,2017,6/5/17,100,98,,,,,
Corn,Illinois,Illinois-W,2017,6/12/17,,99,,,,,
Corn,Illinois,Illinois-W,2017,6/26/17,,,0,,,,
Corn,Illinois,Illinois-W,2017,7/5/17,,,19,,,,
Corn,Illinois,Illinois-W,2017,7/10/17,,,49,,,,
Corn,Illinois,Illinois-W,2017,7/17/17,,,82,,,,
Corn,Illinois,Illinois-W,2017,7/24/17,,,93,11,,,
Corn,Illinois,Illinois-W,2017,7/31/17,,,96,42,,,
Corn,Illinois,Illinois-W,2017,8/7/17,,,97,47,0,,
Corn,Illinois,Illinois-W,2017,8/14/17,,,,78,31,,
Corn,Illinois,Illinois-W,2017,8/21/17,,,,89,44,,
Corn,Illinois,Illinois-W,2017,8/28/17,,,,91,46,0,
Corn,Illinois,Illinois-W,2017,9/5/17,,,,96,73,44,
Corn,Illinois,Illinois-W,2017,9/11/17,,,,,85,54,2
Corn,Illinois,Illinois-W,2017,9/18/17,,,,,87,54,2
Corn,Illinois,Illinois-W,2017,9/25/17,,,,,92,60,6
Corn,Illinois,Illinois-W,2017,10/2/17,,,,,95,69,7
Corn,Illinois,Illinois-W,2017,10/10/17,,,,,,94,30
Corn,Illinois,Illinois-W,2017,10/16/17,,,,,,100,45
Corn,Illinois,Illinois-W,2017,10/23/17,,,,,,,60
Corn,Illinois,Illinois-W,2017,10/30/17,,,,,,,77
Corn,Illinois,Illinois-W,2017,11/6/17,,,,,,,85
Corn,Illinois,Illinois-W,2017,11/13/17,,,,,,,93
Corn,Illinois,Illinois-W,2017,11/20/17,,,,,,,96
